y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
-123.74132357684569,-6.348979775695293,-4.841807522705078,-16.937247796416678,-43.29780830736457,10.477577034309736,2.5514076002566535,3.7568765545871066,3.5593908754362253,-11.59997058820977,17.751198150888083,-7.632436967812005
-80.07493849851195,-0.14606550751593456,-6.407579563049906,-5.082114401628746,-32.558472211989425,9.216884509751912,6.776061910091486,3.7120923909887185,4.679755920092633,-11.650246227538924,8.23671436086651,-29.98285848184741
-80.71514894369218,2.165239096776993,-7.531121169804154,0.938576611384601,-31.16744355649955,8.581044507569148,0.17583679288641907,6.179562965327618,6.843670222620256,-11.932949977265974,14.258152339908776,-17.009905140031865
-31.275663145729517,0.6277143814332955,-4.778448570827719,0.5088577389259268,-22.044137535437837,10.282603076245408,4.428957569963804,15.357394407498814,7.573591195993143,-11.286205302873618,18.52692396542929,-4.131492400126129
51.909475415377585,5.6641080304007145,-11.024857596798263,13.537195466781942,-38.11759258328317,10.727045642060668,4.187481743550006,6.448560993160773,6.385128139034472,-11.366835829217829,15.874941081470842,-12.051788217271044
67.92242211174374,1.948965400218829,-7.722467469728768,4.635720191565286,-32.68851927723461,8.667780602915103,-1.8733617347850702,-2.2395963269825874,8.23788468636679,-5.83990077925298,22.019468396799507,26.716017854852762
-26.94833784418067,2.4267237435239037,-5.476253339116398,6.8356064726969,-20.14755820533613,10.137717002723415,3.59846843683414,6.74140658113218,2.262771729466615,-7.129824407790892,1.0728063898317979,-27.721888745240207
-139.34914038989757,-5.980572878278712,-5.858589188181643,-13.119997263407907,-47.22825866100731,11.541328024759304,3.097670834440319,8.351736166708763,-2.445789184344088,-7.224309412244438,-2.446915747539294,-35.329454143232994
-109.07627868880087,-5.215762987182317,-4.447132644627572,-17.170885615176186,-37.86681284833249,12.845740094607692,4.0495830898161564,2.380386911578867,4.0169472077478625,-6.226890456957303,10.634147149388763,-1.040897255601902
-32.049659639531626,1.111962763808853,-3.2020891790627877,-4.379125802338155,-12.675511612805158,14.279762012541571,4.4210399491079215,13.880353532233437,2.2627029747504688,-9.787364074496937,7.610658063780414,-23.775597578404724
-34.35335995614288,-1.203965228159757,-3.2537548216618672,1.1171998571869262,-19.863848031221735,15.657818526933102,2.8919008623682085,10.80576662100578,0.4328000655883746,-7.5121303101611545,-2.894086104402966,-38.75331135432409
-53.66920510238734,-3.3123644214713677,-3.1312914762100394,-6.345994266585043,-25.584986319353657,7.835559569965583,6.9093332960141005,3.339122554719144,4.592826738926993,-9.070688578239505,13.651878553966483,-6.4675789931711005
-41.15439811410944,-0.8096697433571871,-4.694457164006728,-2.7846224295125217,-25.93848764072295,8.124302792681373,8.874585820244468,13.876468709158154,3.8315765985876293,-8.32014305802064,12.508581143064069,-6.01635150634319
40.80793063429364,1.9283070252863972,-5.468273260680425,-2.019552835451295,-21.560452897589013,11.4387299521219,1.351024788412488,21.55516244018916,7.729797683861507,-5.170837611340269,11.602335888280141,4.908558842606545
-34.41218357017094,2.215831378345374,-7.0877950482163214,10.811694445915105,-28.7447033454676,11.640235645932204,2.4941157385641763,8.238912820067059,7.2849705457044305,-12.356891837652874,12.300105973845916,-23.66200344608892
-71.58868308826261,-2.0134708781367054,-3.5721071491159666,-6.286003189595613,-23.991518556126568,10.651924817656862,0.09003013430278539,-3.8953093838069996,3.3017481816116505,-11.577717553695638,7.487888458235937,-31.74209642465532
-10.991032249194644,2.0991003752569664,-1.4017618267209855,1.9388998045321086,-0.6874591604450965,13.646341091286725,-2.042998267955113,9.349295250645053,1.4017976108033663,-10.00943392511315,7.992440593491873,-22.88779640551096
-58.91393516378609,2.8304939514302614,-6.421047516088913,2.6559932388413805,-23.60664926419357,11.625087457503188,-1.7048157032231561,-2.1171675106818615,1.8270207963427754,-8.430094359004546,8.608775902314967,-16.562057398992447
111.19623196180471,0.447110453269768,-8.169045600956132,-8.287834259171388,-39.491119739962976,18.24073256067681,3.69719917466731,6.682294025773225,1.9402351060374938,-10.857344939239429,12.417793677778834,-16.997328401233172
-39.974086980569794,2.915201525408585,-6.558701354585539,3.790310192115783,-24.02916198688622,14.082714273803992,-0.8852042701507141,-0.4027085117525626,4.588156940991533,-9.33046794707932,11.18667146106192,-13.486219991169614
-53.16358444900306,0.960385025696421,-3.9777781971166046,2.696685395576578,-17.009608824146316,12.005402027904823,-0.016226444837487364,7.311634119535114,6.400022319089667,-14.898260262399114,7.245169640194344,-46.00169659527812
-14.792910118167205,0.8150991016631195,-3.1383843981023256,3.9238699530349956,-13.213953682161035,9.356723442531631,4.546343506939605,1.6281849199815914,4.508307205763451,-6.259629229464979,7.483241056393686,-9.747219446923266
-13.675335249476756,2.6661790690070886,-5.893267471265206,7.880160029445857,-21.525234385093,11.595629370359681,2.948608272928593,2.763106692948525,2.414854287054023,-12.09171523379214,6.225788525277329,-37.45735909181365
-0.9926790634397857,2.1014966435689093,-6.156266551616456,12.500391407382391,-24.464497666444238,9.22269026764273,8.616822111822911,-4.979707475028128,2.9423437380544577,-9.831156812257206,16.226405127105217,-3.8068507812827526
-14.129805172408894,0.31078812158399927,-1.4051841270066836,-5.240663979808069,-6.0555891372490755,13.25708910228576,2.3340492465390135,0.9062619957387188,2.9257327083932596,-8.724112501803786,6.1155310412088095,-23.19706102600226
-5.104792411842771,1.0272422567988218,-3.071967080629923,3.3103505783010796,-12.324770387909563,10.53193083364038,1.8456048473114972,14.306123570645962,0.9406066469802665,-10.891605038363128,6.36414215099054,-31.03755762925005
-63.00080619142825,2.2304062373902616,-5.741674383598144,-0.21795620818385952,-21.996927916526843,15.7317515652587,-4.404819917609769,13.424123640823144,5.1459897284685905,-10.932852816856096,7.344689572089161,-28.780805848876657
-22.455244375876447,-1.7565301622808436,-1.6345447318907622,0.6046999203002459,-13.461126555176886,10.680085483698221,-0.09954213164236858,9.508420243220137,5.05713974351727,-8.933699915959489,9.128681917173878,-16.722667644675294
41.56547784452139,4.209988641408249,-6.063501520373513,4.872619834362267,-17.740975493278217,8.642776668847002,0.4246582371271659,10.179625030168273,-5.410014373672432,-11.300120241573646,-3.1975133306713674,-54.47643320293369
2.890797904818114,2.1864776048166004,-3.7608983282126993,6.6241687949664865,-12.173505470479832,12.217243590647143,7.6455495375970255,-6.417667656509506,1.6377304256933578,-7.351609118277313,2.3805738909216645,-25.096544916017837
-116.87687709920652,-4.547869931928296,-5.767350752193191,-6.22227439098744,-42.41595286667265,10.512925404673659,0.29111883113512427,5.426750555466141,6.616846352654622,-12.667725364031835,10.603427330882397,-28.465750757412014
16.56591888127165,0.2192266279392051,-1.9566694683125916,-0.9464761671807425,-9.172453590234623,8.324593445398506,4.089371761639264,13.956905978925448,7.317211584252311,-4.475389707011686,9.457001844554968,3.0922121162332132
-102.41600852119862,-6.093046734982515,-3.0068360801585845,-5.898564714788528,-33.308023366317485,12.278119409221254,2.9296536626958276,7.356259152460224,-1.2343801166367374,-7.995970729201247,-0.9692502103931511,-36.311318569135274
-30.758684195464493,4.811082995922467,-5.03670942756939,7.590986790168025,-10.810035372712747,9.842060371350927,-4.50180665097826,-2.997049446874586,5.762815468011661,-6.943695092371267,12.959946956201907,1.1979155074621701
-85.00661981721429,-2.1161236129981353,-6.567622352064855,-2.398542539077356,-39.13303118030585,9.898012947512663,-0.3041831362676515,-10.130750858806191,2.0855564852629027,-11.313483127017983,2.432052561757655,-41.89287206586181
-96.07368431095962,-2.0489576441621535,-5.644717123975536,-9.993088499350629,-34.32640958040084,10.13747504448525,2.9380920348501,-6.722283453972786,5.597964876756415,-8.79995254929612,13.985289936621175,-4.864256977419559
-97.61254401218903,-1.7964164999607988,-5.914849333755969,-6.679246290434008,-34.93418065327624,15.177398804717278,-6.020727367111084,1.5868556154560336,-2.9870054564373785,-12.043393415478619,-4.363961824503244,-61.19949304597499
-19.894493425750735,2.342690980821907,-3.5161068670609614,9.603194557887047,-10.517543719907374,9.3057505391195,-7.061159725392194,16.9047049758141,6.738314352315481,-10.9354692588326,8.052090429606908,-26.812057370278286
-32.69496152083885,1.478184948297491,-2.764783793828621,-6.241100517005762,-9.436006361096668,11.029090772795078,5.95833318913382,-1.2553631851440956,6.88746424152791,-9.191583771032004,15.61688005151255,-2.2418622800153085
27.38133854336562,5.695460043673379,-4.266627560870929,14.419896737799572,-4.257957180992795,13.254179625114585,3.9357655898872164,5.457317389756371,2.619140710087456,-6.531532180260608,12.26770466608367,1.2477327177180104
-73.7272910823572,-1.1999034843344403,-6.171048680754571,0.8117970112523305,-34.45898856150456,8.689002989381969,2.8881046406435367,12.8047501979986,7.732456705683443,-8.919125951880265,18.060830743088136,4.37843545666353
8.99997591285323,2.2945059002810533,-1.4001005748440365,7.080735290282032,-0.12394688498936778,9.113571602804079,-6.018060880074975,16.63871313486768,6.992978735410427,-7.993858648318071,23.327027280473132,20.560937602415112
-166.67708612820337,-6.448012117991826,-6.786100980543633,-17.936709428239258,-53.307365323095894,11.567004739633852,6.233898497208872,2.4232638638468167,5.371615042729991,-13.737448908850816,15.366326567414976,-22.078707622628684
-88.91894822521627,-1.8765378511666895,-7.176854735911704,-1.737658860035014,-41.491100087756806,12.36064473813105,2.0303675101900787,-6.670369814629515,-1.9482806139309776,-9.265357942736808,-5.4811793883109665,-51.46406531336246
-92.17893572731455,-4.838001001554099,-5.290461355333643,-9.420106058775069,-40.94844293417333,11.581500665970445,3.815683984388884,-4.099811881874427,1.160733682434011,-12.167979329277266,2.4425406200173407,-45.609478603091745
